model,dataset,method,layer,auroc,auroc_std,accuracy,f1,auprc
mistral-7b,fever,probe_mlp,32,0.9326662497394205,0.012098076404875506,0.8208333333333334,0.8168724279835392,0.9352078638410456
mistral-7b,halueval_qa,probe_linear,0,0.9824999999999999,0.01547006517978082,0.7208333333333332,0.5364243048115235,0.9765578605440419
mistral-7b,halueval_qa,probe_linear,1,0.98625,0.01506064130993984,0.9500000000000001,0.9485134999498143,0.9900814523522118
mistral-7b,halueval_qa,probe_linear,2,0.9802083333333332,0.01138041690312305,0.9541666666666666,0.9546271203452775,0.9749796882109495
mistral-7b,halueval_qa,probe_linear,3,0.993125,0.006634034720037737,0.9666666666666667,0.9670627475505524,0.9919304928458637
mistral-7b,halueval_qa,probe_linear,4,0.9927083333333333,0.008106281857643177,0.9625,0.9623216289882955,0.9915600908471015
mistral-7b,halueval_qa,probe_linear,5,0.9879166666666667,0.010948902786225788,0.9625,0.9626504141272073,0.9862209085129745
mistral-7b,halueval_qa,probe_linear,6,0.9860416666666666,0.012472191289246483,0.9541666666666666,0.9539965178854066,0.9837176806942217
mistral-7b,halueval_qa,probe_linear,7,0.993125,0.007551903733496582,0.9625,0.9620807514118025,0.9919270394391204
mistral-7b,halueval_qa,probe_linear,8,0.9883333333333333,0.013427402536935019,0.9416666666666668,0.9389213033429167,0.9857676965634617
mistral-7b,halueval_qa,probe_linear,9,0.9895833333333334,0.012524281970990918,0.9625,0.9620807514118025,0.9825109194535075
mistral-7b,halueval_qa,probe_linear,10,0.991875,0.010193441518937578,0.9666666666666667,0.9666375980739125,0.9893285038380686
mistral-7b,halueval_qa,probe_linear,11,0.9908333333333332,0.01031197389230381,0.9708333333333333,0.9710776025139168,0.9885963526383682
mistral-7b,halueval_qa,probe_linear,12,0.9925,0.008400768814023319,0.9666666666666667,0.9670627475505524,0.9898936823346869
mistral-7b,halueval_qa,probe_linear,13,0.9943749999999999,0.005303300858899098,0.9666666666666667,0.9672764227642277,0.9938277503253827
mistral-7b,halueval_qa,probe_linear,14,0.9952083333333333,0.0059146123194076935,0.9791666666666666,0.9796246110609254,0.9948129188596955
mistral-7b,halueval_qa,probe_linear,15,0.99625,0.004050462936504861,0.9666666666666667,0.9674796747967479,0.9959764199849843
mistral-7b,halueval_qa,probe_linear,16,0.99625,0.004050462936504861,0.9708333333333333,0.9714945297601124,0.9959764199849843
mistral-7b,halueval_qa,probe_linear,17,0.9968750000000001,0.003186887195995459,0.9708333333333333,0.9714945297601124,0.9968676067179049
mistral-7b,halueval_qa,probe_linear,18,0.9983333333333334,0.0010622957319984742,0.9666666666666667,0.9674796747967479,0.9984192535107169
mistral-7b,halueval_qa,probe_linear,19,0.9956250000000001,0.004177070344950723,0.9750000000000001,0.9754090133493927,0.99497596503338
mistral-7b,halueval_qa,probe_linear,20,0.9977083333333333,0.0017921510973005522,0.9750000000000001,0.9754090133493927,0.9977030634724794
mistral-7b,halueval_qa,probe_linear,21,0.9970833333333333,0.002301116878580677,0.9750000000000001,0.9754090133493927,0.9970960419006084
mistral-7b,halueval_qa,probe_linear,22,0.9960416666666667,0.0029017475577467174,0.9750000000000001,0.9754090133493927,0.995941793188794
mistral-7b,halueval_qa,probe_linear,23,0.99625,0.0027003086243366364,0.9750000000000001,0.9754090133493927,0.9961453347985856
mistral-7b,halueval_qa,probe_linear,24,0.9954166666666667,0.0044585280331318165,0.9708333333333333,0.9713941583860283,0.9947823916690749
mistral-7b,halueval_qa,probe_linear,25,0.99125,0.008584749074181887,0.9708333333333333,0.9713941583860283,0.9857230794140142
mistral-7b,halueval_qa,probe_linear,26,0.9897916666666666,0.010337196858379416,0.9750000000000001,0.9754090133493927,0.9804126627463065
mistral-7b,halueval_qa,probe_linear,27,0.9902083333333334,0.009414269606412541,0.9750000000000001,0.9754090133493927,0.9837811692398128
mistral-7b,halueval_qa,probe_linear,28,0.9904166666666666,0.007976745716281953,0.9708333333333333,0.9713941583860283,0.9857685098061513
mistral-7b,halueval_qa,probe_linear,29,0.9910416666666667,0.006890764753558881,0.9708333333333333,0.9713941583860283,0.9881492396062702
mistral-7b,halueval_qa,probe_linear,30,0.9908333333333333,0.009274928870646735,0.9750000000000001,0.9754090133493927,0.9845501985194232
mistral-7b,halueval_qa,probe_linear,31,0.9935416666666667,0.005111601727660566,0.9750000000000001,0.9754090133493927,0.9924349133647258
mistral-7b,halueval_qa,probe_linear,32,0.990625,0.00510310363079827,0.9625,0.9635579354454856,0.9861297069171927
mistral-7b,halueval_qa,probe_mlp,0,0.9754166666666667,0.015320646925708543,0.5,0.4444444444444444,0.9694779865336373
mistral-7b,halueval_qa,probe_mlp,1,0.9804166666666667,0.020183618907971428,0.5,0.4444444444444444,0.9798152275422324
mistral-7b,halueval_qa,probe_mlp,2,0.9754166666666667,0.024501984046648603,0.5125000000000001,0.4909560723514212,0.9698225506613444
mistral-7b,halueval_qa,probe_mlp,3,0.99375,0.006634034720037766,0.5,0.4444444444444444,0.9933101442983951
mistral-7b,halueval_qa,probe_mlp,4,0.9939583333333334,0.006339635022792836,0.6583333333333333,0.7696476964769646,0.9936640272308784
mistral-7b,halueval_qa,probe_mlp,5,0.9910416666666665,0.010017346066809419,0.625,0.5185185185185185,0.988397557804956
mistral-7b,halueval_qa,probe_mlp,6,0.9870833333333334,0.01650704815795019,0.6458333333333334,0.5336134453781513,0.9822142140296419
mistral-7b,halueval_qa,probe_mlp,7,0.9929166666666666,0.006928453811798244,0.9291666666666667,0.9361463501913602,0.9915093471079172
mistral-7b,halueval_qa,probe_mlp,8,0.9889583333333333,0.011640595870582509,0.9416666666666668,0.9459167458923861,0.984065995267902
mistral-7b,halueval_qa,probe_mlp,9,0.991875,0.008838834764831813,0.9541666666666666,0.9563687971074369,0.9875030222995411
mistral-7b,halueval_qa,probe_mlp,10,0.9920833333333333,0.00989967030876391,0.9666666666666667,0.9675764182898411,0.9905175541061068
mistral-7b,halueval_qa,probe_mlp,11,0.9943750000000001,0.00667317390751951,0.9666666666666667,0.9674796747967479,0.9939892533323826
mistral-7b,halueval_qa,probe_mlp,12,0.9945833333333333,0.005892556509887928,0.9666666666666667,0.9672764227642277,0.994080820673329
mistral-7b,halueval_qa,probe_mlp,13,0.995,0.004448782605013003,0.9666666666666667,0.9674796747967479,0.9951338548373015
mistral-7b,halueval_qa,probe_mlp,14,0.9952083333333333,0.0059146123194076935,0.9708333333333332,0.971291277727592,0.9952810042895687
mistral-7b,halueval_qa,probe_mlp,15,0.9958333333333332,0.0050346024889977355,0.9708333333333333,0.9714945297601124,0.9959636536934161
mistral-7b,halueval_qa,probe_mlp,16,0.9977083333333333,0.0028105703256733343,0.9708333333333333,0.9714945297601124,0.9976341458420023
mistral-7b,halueval_qa,probe_mlp,17,0.9981249999999999,0.0022243913025065277,0.9708333333333333,0.9714945297601124,0.9981726401920561
mistral-7b,halueval_qa,probe_mlp,18,0.998125,0.0013501543121682755,0.9708333333333333,0.9714945297601124,0.9982055782970417
mistral-7b,halueval_qa,probe_mlp,19,0.9974999999999999,0.0008838834764831917,0.9708333333333332,0.9714945297601124,0.9975152266879325
mistral-7b,halueval_qa,probe_mlp,20,0.998125,0.0013501543121682926,0.9791666666666666,0.9794238683127571,0.998189532083948
mistral-7b,halueval_qa,probe_mlp,21,0.9977083333333333,0.0017921510973005564,0.975,0.9755093847234768,0.9978075067019225
mistral-7b,halueval_qa,probe_mlp,22,0.9979166666666668,0.0014731391274719688,0.975,0.9755093847234768,0.9979643068587228
mistral-7b,halueval_qa,probe_mlp,23,0.9981249999999999,0.001839950180484979,0.975,0.9754090133493927,0.998189532083948
mistral-7b,halueval_qa,probe_mlp,24,0.9975,0.0010206207261596358,0.9708333333333332,0.9714945297601124,0.9975642715044191
mistral-7b,halueval_qa,probe_mlp,25,0.9964583333333333,0.002124591463996999,0.9708333333333333,0.9714945297601124,0.9964017979406297
mistral-7b,halueval_qa,probe_mlp,26,0.9968750000000001,0.002338535866733703,0.9708333333333333,0.9713903468148605,0.9967834316337298
mistral-7b,halueval_qa,probe_mlp,27,0.9964583333333333,0.0025173012444988678,0.9708333333333333,0.9713903468148605,0.9964447873586192
mistral-7b,halueval_qa,probe_mlp,28,0.9960416666666667,0.0023570226039551605,0.9666666666666667,0.9674796747967479,0.9960100538446173
mistral-7b,halueval_qa,probe_mlp,29,0.995625,0.001767766952966331,0.9666666666666667,0.9674796747967479,0.9955880452976088
mistral-7b,halueval_qa,probe_mlp,30,0.9964583333333333,0.0016404183070858106,0.9666666666666667,0.9674796747967479,0.9964474776395993
mistral-7b,halueval_qa,probe_mlp,31,0.9968750000000001,0.0017677669529663834,0.9708333333333333,0.9713941583860283,0.99685398170464
mistral-7b,halueval_qa,probe_mlp,32,0.9945833333333334,0.0059802917060030785,0.9416666666666668,0.947361280694614,0.9904854544680126
mistral-7b,synthetic,probe_linear,0,0.7468750000000001,0.03313187821670644,0.6916666666666668,0.6679866679866681,0.7674455329980828
mistral-7b,synthetic,probe_linear,1,0.7166666666666667,0.05622761900426588,0.6583333333333333,0.6582369043175315,0.7456601833093267
mistral-7b,synthetic,probe_linear,2,0.7170833333333334,0.07352248333370928,0.6541666666666667,0.6689941584519898,0.7368900273295891
mistral-7b,synthetic,probe_linear,3,0.7393749999999999,0.08471613138397355,0.6708333333333334,0.6818901263345708,0.7674923559745341
mistral-7b,synthetic,probe_linear,4,0.78125,0.06620478016477868,0.6916666666666668,0.6901427366543645,0.7902256454471805
mistral-7b,synthetic,probe_linear,5,0.7675,0.06782905903814379,0.7000000000000001,0.711812740105423,0.7849765335140305
mistral-7b,synthetic,probe_linear,6,0.7972916666666666,0.07406594284074754,0.7291666666666666,0.7373695408593622,0.8116642855229177
mistral-7b,synthetic,probe_linear,7,0.8825,0.07734359217155617,0.8208333333333334,0.8307933294775399,0.8974039178467308
mistral-7b,synthetic,probe_linear,8,0.9375,0.03675297606997292,0.875,0.8800576668557384,0.9448354518894804
mistral-7b,synthetic,probe_linear,9,0.9587499999999999,0.030160162742708573,0.9041666666666667,0.9072138340431023,0.9646996036043675
mistral-7b,synthetic,probe_linear,10,0.9766666666666667,0.01709603186577387,0.9500000000000001,0.9492397520175299,0.9758691183814284
mistral-7b,synthetic,probe_linear,11,0.9864583333333332,0.012101279776214691,0.9541666666666666,0.9537907565685343,0.984062832137654
mistral-7b,synthetic,probe_linear,12,0.98875,0.010193441518937604,0.9583333333333334,0.9594170220049264,0.9867271792798779
mistral-7b,synthetic,probe_linear,13,0.993125,0.004868050602311621,0.9666666666666668,0.9665598791477835,0.9928290864171663
mistral-7b,synthetic,probe_linear,14,0.9960416666666667,0.0034736108334444166,0.9666666666666667,0.9677735331570183,0.9957351314164017
mistral-7b,synthetic,probe_linear,15,0.9929166666666666,0.0050346024889977355,0.9375,0.9407818454760619,0.9930821325350282
mistral-7b,synthetic,probe_linear,16,0.9966666666666667,0.0007795119555778879,0.9291666666666667,0.9349062395771592,0.9966778012959016
mistral-7b,synthetic,probe_linear,17,0.9977083333333333,0.0002946278254944408,0.9083333333333332,0.9170057625753204,0.9978713002114166
mistral-7b,synthetic,probe_linear,18,0.9983333333333334,0.0019320038532283023,0.9125,0.9215717344579742,0.9983758750943127
mistral-7b,synthetic,probe_linear,19,0.9964583333333333,0.0030760048042152736,0.9333333333333332,0.9403583200219018,0.99642176599253
mistral-7b,synthetic,probe_linear,20,0.9960416666666667,0.004340138886666606,0.9333333333333332,0.9374847374847374,0.9963728349240014
mistral-7b,synthetic,probe_linear,21,0.9968750000000001,0.003186887195995459,0.9291666666666667,0.9358611582720241,0.9968640502321504
mistral-7b,synthetic,probe_linear,22,0.995625,0.0031040967553648486,0.9500000000000001,0.9466666666666667,0.9958917365167367
mistral-7b,synthetic,probe_linear,23,0.9943750000000001,0.003985651347856035,0.9791666666666666,0.9791073124406457,0.9954737053392213
mistral-7b,synthetic,probe_linear,24,0.9858333333333333,0.014300835251442117,0.9333333333333332,0.9410593389088012,0.9877027796161996
mistral-7b,synthetic,probe_linear,25,0.99375,0.004419417382415932,0.9666666666666667,0.9670781893004116,0.9950313280100516
mistral-7b,synthetic,probe_linear,26,0.9947916666666666,0.0036916760722227548,0.9666666666666667,0.9654320987654321,0.9956153151275103
mistral-7b,synthetic,probe_linear,27,0.9970833333333333,0.004124789556921544,0.9541666666666666,0.9565758010521281,0.9975177304964541
mistral-7b,synthetic,probe_linear,28,0.9970833333333333,0.004124789556921597,0.9791666666666666,0.9784659784659784,0.9975177304964541
mistral-7b,synthetic,probe_linear,29,0.9922916666666666,0.00559792868439352,0.975,0.9746673080006413,0.9935884991586862
mistral-7b,synthetic,probe_linear,30,0.9943750000000001,0.004050462936504895,0.9583333333333334,0.9576923076923077,0.9949605106791518
mistral-7b,synthetic,probe_linear,31,0.9972916666666668,0.002301116878580677,0.9666666666666667,0.9661959777492511,0.997457252548716
mistral-7b,synthetic,probe_linear,32,0.99375,0.007144345083117606,0.9625,0.9612126894827316,0.9947423777203189
mistral-7b,synthetic,probe_mlp,0,0.7604166666666666,0.045328900288766065,0.6583333333333333,0.6461365033818406,0.7810185317294797
mistral-7b,synthetic,probe_mlp,1,0.765,0.052099164260731336,0.6708333333333334,0.6507656725048029,0.7861460438675785
mistral-7b,synthetic,probe_mlp,2,0.8020833333333334,0.033033810541457174,0.6916666666666668,0.6967780788919001,0.8107587553961678
mistral-7b,synthetic,probe_mlp,3,0.84875,0.031946406944548034,0.75,0.744170182841069,0.8597185074030103
mistral-7b,synthetic,probe_mlp,4,0.8847916666666666,0.03048793021654448,0.775,0.7760333899574405,0.8889396645139912
mistral-7b,synthetic,probe_mlp,5,0.8937499999999999,0.024340253011558097,0.7958333333333334,0.7985345779383719,0.9013095356646077
mistral-7b,synthetic,probe_mlp,6,0.9360416666666667,0.01745032632614324,0.8541666666666666,0.849002574002574,0.944945964126806
mistral-7b,synthetic,probe_mlp,7,0.9808333333333333,0.01556516320362736,0.9291666666666666,0.9281171503393725,0.9817964701263423
mistral-7b,synthetic,probe_mlp,8,0.989375,0.010051948401512375,0.9541666666666666,0.9547325102880658,0.9891038911185999
mistral-7b,synthetic,probe_mlp,9,0.9958333333333332,0.004630439743936052,0.9791666666666666,0.9791139240506329,0.9957838724022395
mistral-7b,synthetic,probe_mlp,10,0.9927083333333333,0.00521249833466536,0.9625,0.9622362869198312,0.9930895804804286
mistral-7b,synthetic,probe_mlp,11,0.9902083333333334,0.013407994091420048,0.9500000000000001,0.9546283273428139,0.9873852687809953
mistral-7b,synthetic,probe_mlp,12,0.989375,0.010545042279036484,0.9625,0.9623216289882955,0.9867456647098242
mistral-7b,synthetic,probe_mlp,13,0.9929166666666666,0.005870417834835583,0.9166666666666666,0.9223009146380794,0.9920893787434985
mistral-7b,synthetic,probe_mlp,14,0.9941666666666666,0.0041562369465124845,0.9250000000000002,0.9302325581395349,0.9940552310811254
mistral-7b,synthetic,probe_mlp,15,0.9943750000000001,0.0040504629365048775,0.9333333333333332,0.9376153562200074,0.9939595116156109
mistral-7b,synthetic,probe_mlp,16,0.9958333333333332,0.003118047822311601,0.9416666666666668,0.9464411557434813,0.9959126658616485
mistral-7b,synthetic,probe_mlp,17,0.9968750000000001,0.003186887195995459,0.9291666666666667,0.9347469650245092,0.9970659371116689
mistral-7b,synthetic,probe_mlp,18,0.9964583333333333,0.0026187093937451054,0.9458333333333334,0.949457007153649,0.9966255963318388
mistral-7b,synthetic,probe_mlp,19,0.995,0.003535533905932741,0.9291666666666666,0.9353569851223646,0.9953328680363565
mistral-7b,synthetic,probe_mlp,20,0.9987499999999999,0.0017677669529663313,0.975,0.9743260590500641,0.9987901664730933
mistral-7b,synthetic,probe_mlp,21,0.9987499999999999,0.0017677669529663834,0.9625,0.9618609390327842,0.9987901664730933
mistral-7b,synthetic,probe_mlp,22,0.99625,0.003679900360969958,0.9583333333333334,0.9576489692022426,0.996319889108721
mistral-7b,synthetic,probe_mlp,23,0.9981249999999999,0.0013501543121683269,0.9583333333333334,0.957242465137202,0.9982184497924714
mistral-7b,synthetic,probe_mlp,24,0.9981249999999999,0.0013501543121682926,0.9583333333333334,0.957242465137202,0.9982184497924713
mistral-7b,synthetic,probe_mlp,25,0.9974999999999999,0.0017677669529663313,0.9583333333333334,0.957242465137202,0.9976256027170661
mistral-7b,synthetic,probe_mlp,26,0.9945833333333333,0.00523741878749025,0.9458333333333333,0.947361280694614,0.9949289430982097
mistral-7b,synthetic,probe_mlp,27,0.9929166666666666,0.00580349511549336,0.9500000000000001,0.950605849237114,0.9934253351384777
mistral-7b,synthetic,probe_mlp,28,0.9952083333333333,0.0030760048042153165,0.9541666666666666,0.9548278630934458,0.9954378356809359
mistral-7b,synthetic,probe_mlp,29,0.9945833333333334,0.0035843021946010698,0.9666666666666668,0.9662407187020406,0.995049320475487
mistral-7b,synthetic,probe_mlp,30,0.9985416666666667,0.0007795119555779373,0.9708333333333333,0.9699107476885255,0.9985915118079752
mistral-7b,synthetic,probe_mlp,31,0.9945833333333334,0.002124591463996999,0.9583333333333334,0.9572424651372019,0.994881109163111
mistral-7b,synthetic,probe_mlp,32,0.9870833333333332,0.017390530628924362,0.9083333333333333,0.9207924468648314,0.9896527733496289
mistral-7b,truthfulqa,probe_linear,0,0.5004169272461956,0.0002948120830463245,0.5041666666666667,0.44998495265874944,0.5127084636230977
mistral-7b,truthfulqa,probe_linear,1,0.6372732958098811,0.014150979986222372,0.5291666666666667,0.681743270020782,0.6551983428749272
mistral-7b,truthfulqa,probe_linear,2,0.7475505524286014,0.04511010229419038,0.6083333333333334,0.6997493688762816,0.777515310286527
mistral-7b,truthfulqa,probe_linear,3,0.7771523869084845,0.0178525695776582,0.5958333333333333,0.7000694607033223,0.8231212837774683
mistral-7b,truthfulqa,probe_linear,4,0.7796539503856578,0.027021582010850715,0.7208333333333333,0.7428574322664621,0.8170924978299405
mistral-7b,truthfulqa,probe_linear,5,0.8107150302272254,0.022006492758635244,0.725,0.7364694733992149,0.8509341648347789
mistral-7b,truthfulqa,probe_linear,6,0.8190535751511362,0.018142324554542098,0.7416666666666666,0.7372083290453157,0.8591460754443191
mistral-7b,truthfulqa,probe_linear,7,0.8269751928288515,0.019838027522818935,0.7666666666666667,0.7521637426900586,0.8720255621580099
mistral-7b,truthfulqa,probe_linear,8,0.8330206378986866,0.01225510815651365,0.7625000000000001,0.7508488467392578,0.8710894496692019
mistral-7b,truthfulqa,probe_linear,9,0.8442776735459662,0.010045264793126344,0.7625000000000001,0.7465674314989382,0.8784835977748497
mistral-7b,truthfulqa,probe_linear,10,0.8699186991869919,0.014049272833432684,0.7916666666666666,0.779400393324444,0.8996970931783678
mistral-7b,truthfulqa,probe_linear,11,0.8684594538253076,0.017106723568003825,0.7833333333333333,0.7736501591531573,0.8979241532154593
mistral-7b,truthfulqa,probe_linear,12,0.8811757348342715,0.01605034526155529,0.7875,0.7830342713383649,0.9078321275071316
mistral-7b,truthfulqa,probe_linear,13,0.888888888888889,0.016830129574266765,0.8083333333333332,0.8047571962206108,0.9130963401800741
mistral-7b,truthfulqa,probe_linear,14,0.8840942255576402,0.019619960084807063,0.7958333333333334,0.7934653594133619,0.9087508923120297
mistral-7b,truthfulqa,probe_linear,15,0.8938920158432353,0.007665114159203757,0.8083333333333335,0.8122468527640941,0.9118536764214218
mistral-7b,truthfulqa,probe_linear,16,0.9038982697519282,0.011490109468018095,0.8000000000000002,0.8065140415140415,0.9203517826483026
mistral-7b,truthfulqa,probe_linear,17,0.890556597873671,0.01788661619271431,0.7875,0.7922942605526875,0.9060566596664614
mistral-7b,truthfulqa,probe_linear,18,0.9016051698978528,0.011714839539901729,0.8208333333333333,0.8236136226642555,0.9158200002767529
mistral-7b,truthfulqa,probe_linear,19,0.8941004794663332,0.013790148349836363,0.7833333333333333,0.7910562677384796,0.9088959797765647
mistral-7b,truthfulqa,probe_linear,20,0.8828434438190534,0.01615828424021348,0.7708333333333334,0.7817614484281151,0.9010138060804063
mistral-7b,truthfulqa,probe_linear,21,0.8826349801959559,0.016230737260639387,0.775,0.7870744751700519,0.8995643572641882
mistral-7b,truthfulqa,probe_linear,22,0.8820095893266625,0.014960079314579263,0.7875,0.7908626989159645,0.8986651379010789
mistral-7b,truthfulqa,probe_linear,23,0.8811757348342715,0.014719952840450056,0.775,0.7851626016260163,0.8959709497919327
mistral-7b,truthfulqa,probe_linear,24,0.8755472170106317,0.01558047691561788,0.775,0.7815205248659999,0.8930842123269978
mistral-7b,truthfulqa,probe_linear,25,0.873462580779654,0.00798173430021958,0.7541666666666665,0.7656133260158556,0.8875154225792312
mistral-7b,truthfulqa,probe_linear,26,0.8724202626641651,0.018643222443453268,0.775,0.7828605503024108,0.8874719846190321
mistral-7b,truthfulqa,probe_linear,27,0.8753387533875339,0.014994897234400194,0.775,0.7857907821763245,0.888802235722285
mistral-7b,truthfulqa,probe_linear,28,0.8792995622263916,0.009701960623906655,0.7875,0.7967706622879037,0.8905977609700191
mistral-7b,truthfulqa,probe_linear,29,0.8747133625182405,0.014942639931171444,0.7625000000000001,0.7717086834733894,0.8866244487156708
mistral-7b,truthfulqa,probe_linear,30,0.8699186991869919,0.01905818177717646,0.7541666666666665,0.7554514997620755,0.8844055859052998
mistral-7b,truthfulqa,probe_linear,31,0.8657494267250364,0.018764042198316584,0.7624999999999998,0.7706738685287023,0.8805015908319934
mistral-7b,truthfulqa,probe_linear,32,0.8425057327496351,0.0266095465593326,0.7625000000000001,0.7697632711621235,0.8627703324378313
mistral-7b,truthfulqa,probe_mlp,0,0.5004169272461956,0.0002948120830463245,0.5041666666666667,0.4517906336088154,0.5127084636230977
mistral-7b,truthfulqa,probe_mlp,1,0.6272670419011882,0.03626548130578721,0.6083333333333333,0.6554380199240012,0.624314041531068
mistral-7b,truthfulqa,probe_mlp,2,0.7375442985199082,0.04073637366252297,0.6750000000000002,0.6929828341593046,0.7584184433846618
mistral-7b,truthfulqa,probe_mlp,3,0.7859078590785907,0.038233615177374065,0.65,0.5740305544522412,0.82561404701742
mistral-7b,truthfulqa,probe_mlp,4,0.7836147592245153,0.00974219007341919,0.7125,0.7075545424943015,0.8142743362174714
mistral-7b,truthfulqa,probe_mlp,5,0.8632478632478633,0.031044986198010632,0.7999999999999999,0.7995101104857202,0.88725800757071
mistral-7b,truthfulqa,probe_mlp,6,0.850740045861997,0.03310176535258206,0.7583333333333333,0.757801751094434,0.8839869274870454
mistral-7b,truthfulqa,probe_mlp,7,0.8467792370231395,0.026241587677366306,0.7708333333333334,0.7620362759603266,0.8843356787807265
mistral-7b,truthfulqa,probe_mlp,8,0.8453199916614551,0.022083373291776807,0.775,0.7734006288223156,0.8790503615909343
mistral-7b,truthfulqa,probe_mlp,9,0.8651240358557432,0.01225865368187552,0.7958333333333334,0.7932869028858048,0.8924798972304068
mistral-7b,truthfulqa,probe_mlp,10,0.8703356264331874,0.0220301768832569,0.7875,0.7949665231946437,0.8980403503925619
mistral-7b,truthfulqa,probe_mlp,11,0.8655409631019387,0.0163640624613637,0.7541666666666665,0.7680913173317574,0.8885087296068409
mistral-7b,truthfulqa,probe_mlp,12,0.8815926620804669,0.009024332216766023,0.7833333333333332,0.7853449232759577,0.9027567055839673
mistral-7b,truthfulqa,probe_mlp,13,0.8982697519282885,0.012258653681875495,0.8041666666666666,0.8129234942189338,0.9198312776266283
mistral-7b,truthfulqa,probe_mlp,14,0.8947258703356264,0.020567236997157522,0.7791666666666667,0.8015097587642775,0.9143933111776397
mistral-7b,truthfulqa,probe_mlp,15,0.9061913696060038,0.01220180164824841,0.8250000000000001,0.8357117688513038,0.9186236205833005
mistral-7b,truthfulqa,probe_mlp,16,0.9080675422138839,0.015854203328606688,0.8208333333333333,0.8291806958473625,0.9208352692666092
mistral-7b,truthfulqa,probe_mlp,17,0.8924327704815509,0.024451636679150214,0.7958333333333334,0.8120460565666923,0.9095591648959379
mistral-7b,truthfulqa,probe_mlp,18,0.8953512612049197,0.023865215664729912,0.8041666666666667,0.8092565383485161,0.9105238532689638
mistral-7b,truthfulqa,probe_mlp,19,0.897852824682093,0.021521282062379837,0.8083333333333332,0.8164257028112449,0.9056101937198301
mistral-7b,truthfulqa,probe_mlp,20,0.8828434438190537,0.02924589357458023,0.7916666666666666,0.7951465201465201,0.9000560123935458
mistral-7b,truthfulqa,probe_mlp,21,0.8781530122993537,0.027085433952596317,0.7666666666666666,0.7811533052039382,0.887931342305882
mistral-7b,truthfulqa,probe_mlp,22,0.8782572441109027,0.027509300766250317,0.7708333333333334,0.7725072423138025,0.8947083907963349
mistral-7b,truthfulqa,probe_mlp,23,0.8740879716489474,0.02908497139813246,0.7916666666666666,0.7939883899542229,0.8863643859804986
mistral-7b,truthfulqa,probe_mlp,24,0.8728371899103605,0.027636962133294224,0.7666666666666666,0.7688117740884541,0.8852295543403957
mistral-7b,truthfulqa,probe_mlp,25,0.8686679174484052,0.027954342262197583,0.7666666666666666,0.778132136388692,0.8850371116817302
mistral-7b,truthfulqa,probe_mlp,26,0.8676255993329164,0.027141931705248735,0.7541666666666668,0.7557090665843367,0.8788411747096799
mistral-7b,truthfulqa,probe_mlp,27,0.8637690223056077,0.026301550568077654,0.7541666666666668,0.7446355085243974,0.8783119846503827
mistral-7b,truthfulqa,probe_mlp,28,0.8684594538253075,0.027299980933309976,0.7666666666666666,0.7750127155869978,0.8746294308705244
mistral-7b,truthfulqa,probe_mlp,29,0.8685636856368563,0.026819394014207118,0.7583333333333333,0.766434344078253,0.8712315006733308
mistral-7b,truthfulqa,probe_mlp,30,0.8641859495518033,0.019461505582105656,0.7541666666666668,0.757753781872184,0.8706828833238983
mistral-7b,truthfulqa,probe_mlp,31,0.8568897227433814,0.02051487538666934,0.7583333333333333,0.7554561082972934,0.8640253832604491
mistral-7b,truthfulqa,probe_mlp,32,0.8664790494058786,0.016165678567241982,0.7666666666666666,0.7725066569837812,0.8723949329850987
qwen2.5-7b,fever,probe_linear,0,0.5,0.0,0.5125,0.6776859504132231,0.5125
qwen2.5-7b,fever,probe_linear,1,0.6716697936210133,0.07266923495756118,0.6083333333333333,0.5352269562795878,0.7007999760013547
qwen2.5-7b,fever,probe_linear,2,0.6977277465082343,0.05060730856038135,0.6125,0.5627600811527241,0.7260209675675938
qwen2.5-7b,fever,probe_linear,3,0.7306649989576819,0.10655081322468733,0.65,0.5998268751945223,0.7600627655007332
qwen2.5-7b,fever,probe_linear,4,0.7809047321242444,0.08337867389609757,0.6791666666666667,0.6902429871470118,0.7958600264453799
qwen2.5-7b,fever,probe_linear,5,0.8059203668959767,0.08524658463616931,0.7125,0.714228255404726,0.806665209741524
qwen2.5-7b,fever,probe_linear,6,0.8032103397957057,0.08602604459413382,0.7125,0.7259280329967287,0.8011419309281322
qwen2.5-7b,fever,probe_linear,7,0.8357306649989577,0.054831084775431777,0.7416666666666667,0.7525175500621589,0.8221070853599527
qwen2.5-7b,fever,probe_linear,8,0.8415676464456953,0.05279606200834624,0.7291666666666666,0.7560725326682775,0.8332761146881128
qwen2.5-7b,fever,probe_linear,9,0.8453199916614551,0.06185224951800514,0.7666666666666666,0.7715387593436374,0.8477199141368207
qwen2.5-7b,fever,probe_linear,10,0.8528246820929747,0.042173587213347644,0.7625000000000001,0.7797245830868694,0.8577663855865026
qwen2.5-7b,fever,probe_linear,11,0.8549093183239526,0.033990439629021145,0.75,0.7583333333333334,0.8565948696313472
qwen2.5-7b,fever,probe_linear,12,0.8655409631019387,0.03803418660596367,0.7583333333333334,0.7758013591346925,0.8660716783732031
qwen2.5-7b,fever,probe_linear,13,0.8624140087554721,0.022796047648881455,0.7625000000000001,0.7534976682211858,0.8666485225269437
qwen2.5-7b,fever,probe_linear,14,0.859912445278299,0.027888973742521726,0.7708333333333334,0.7752646541221063,0.8638030691431998
